run_id,prompt_id,status,date_utc,product,model_label,search_mode,approximate_location,context_controls,joseph_mentioned,joseph_recommended,joseph_description,competitors_mentioned,source_urls,source_domains,joseph_domain_cited,selection_evidence_observed,selection_inference,raw_response_path,response_url,notes,citation_capture,provider_list_present
segment-1-2026-09-13,F3,COMPLETE,2026-09-13T23:02:22.116Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,Avocado Media|HVR Media House|Elyflort|Rav Link|Maduna Marketing|Qode Social|The Sarah Jane Co.,https://avocadomedia.ca/social-packages?utm_source=chatgpt.com|https://www.hvrmediahouse.com/?utm_source=chatgpt.com|https://www.elyflort.com/services-7?utm_source=chatgpt.com|https://ravlink.ca/?utm_source=chatgpt.com|https://thesarahjane.co/?utm_source=chatgpt.com,avocadomedia.ca|hvrmediahouse.com|elyflort.com|ravlink.ca|thesarahjane.co,false,Small production/ad packages and wedding-vendor content options; scope counts and prices.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/F3.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,F4,COMPLETE,2026-09-16T05:18:38.710Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,EC Marketing Agency|She's The Niche|Social Influenc.|The Influence Agency|Mondo Bridal Agency,https://www.felichia.com/booking/?utm_source=chatgpt.com,felichia.com,false,"Wedding/appointment-business positioning and enquiry-to-booking service mix. Bridal retailers cited only as customer-journey examples, not marketers.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/F4.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,F5,COMPLETE,2026-09-16T05:23:30.059Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,,https://www.tripadvisor.com/Attraction_Review-g155019-d23601330-Reviews-NLefashion_Tailor-Ontario_Toronto.html?m=69767|https://www.couturebridalalterations.ca/?utm_source=chatgpt.com|https://www.mrspstitches.com/?utm_source=chatgpt.com,tripadvisor.com|couturebridalalterations.ca|mrspstitches.com,false,"Substantive advice and three bridal alteration business examples, but no named marketing provider. Ends by offering to find providers with further information.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/F5.json,https://chatgpt.com/?temporary-chat=true,"Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. Substantive advice and three bridal alteration business examples, but no named marketing provider. Ends by offering to find providers with further information.",Visible URLs captured; grouped/map sources incomplete,false
segment-1-2026-09-13,G1,COMPLETE,2026-09-13T22:54:14.834Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant,false,false,Not mentioned in captured output,Social Influenc.|Qode Social|Social Media 55|The Influence Agency|Reel Time Creations|BBMedia|The Salon Marketing Company,https://reeltimecreations.ca/social-media-management-toronto/?utm_source=chatgpt.com|https://www.bbmedia.ca/industries/beauty-salons?utm_source=chatgpt.com|https://salonmarketingco.ca/meta-ads?utm_source=chatgpt.com,reeltimecreations.ca|bbmedia.ca|salonmarketingco.ca,false,"Beauty specialization, content/DM/booking responsibilities, salon pricing and on-location production.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/G1.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,G2,COMPLETE,2026-09-13T23:00:13.221Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,Inna Malovichko|Animalz Media|Shortents|The Socials Labs|Pasky Studio|The Toronto Content Lab|Over Here Toronto|She's The Niche|Origin Films,https://www.paskymedia.com/pasky-studio?utm_source=chatgpt.com|https://www.thetorontocontentlab.com/?utm_source=chatgpt.com|https://www.overheretoronto.com/content-creation-packages/?utm_source=chatgpt.com|https://shestheniche.ca/socialmedia/?utm_source=chatgpt.com|https://www.originfilms.ca/social-media-content-creation/?utm_source=chatgpt.com,paskymedia.com|thetorontocontentlab.com|overheretoronto.com|shestheniche.ca|originfilms.ca,false,"On-site/beauty work, production counts and prices; Origin offered as higher-budget contrast.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/G2.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,G3,COMPLETE,2026-09-13T23:02:32.718Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,The Influence Agency|ORCAFY|Social Influenc.|Analytics & Beyond|The Salon Marketing Company|BBMedia,https://analyticsbeyond.com/beauty/?utm_source=chatgpt.com|https://salonmarketingco.ca/meta-ads?utm_source=chatgpt.com|https://www.bbmedia.ca/industries/beauty-salons?utm_source=chatgpt.com,analyticsbeyond.com|salonmarketingco.ca|bbmedia.ca,false,"Salon-specific content and paid services, integration with existing booking systems, client claims.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/G3.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,G4,COMPLETE,2026-09-16T05:18:50.727Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,The Salon Marketing Company|Sable Signal Studio|Sundayable|AuFait|Salon Boss|myBloom,https://salonmarketingco.ca/pricing?utm_source=chatgpt.com|https://sablesignal.com/studio/?utm_source=chatgpt.com|https://sundayable.com/marketing-agency-toronto?utm_source=chatgpt.com|https://aufait.ca/?utm_source=chatgpt.com|https://salonbossmarketing.com/pricing?utm_source=chatgpt.com|https://www.mybloomhq.com/?utm_source=chatgpt.com,salonmarketingco.ca|sablesignal.com|sundayable.com|aufait.ca|salonbossmarketing.com|mybloomhq.com,false,"Beauty-specific services, published modular fees and separate ad spend. Sundayable's quoted1000 is not strictly less than1000.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/G4.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,G5,COMPLETE,2026-09-16T05:23:40.881Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,BOWO Creative|She's The Niche|Charming Media,https://bowocreative.com/?utm_source=chatgpt.com|https://bowocreative.com/case-study-august-aesthetica/?utm_source=chatgpt.com|https://bowocreative.com/services/?utm_source=chatgpt.com,bowocreative.com,false,"Named beauty client cases, exact work performed and sector specialization; mostly agency-authored evidence.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/G5.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,H1,COMPLETE,2026-09-13T22:54:49.385Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant,false,false,Not mentioned in captured output,The Influence Agency|Qode Social|Jasmine Williams Media|Writing Web Words|Create Content Canada|Red Leaf Media|Growsooner,https://redleafmedia.ca/who-we-help/marketing-for-gyms-and-fitness-businesses/?utm_source=chatgpt.com|https://growsooner.com/gym-marketing-agency?utm_source=chatgpt.com|https://empact.fit/pact?utm_source=chatgpt.com,redleafmedia.ca|growsooner.com|empact.fit,false,"Beginner objections, audience research and fitness trial journey; gym brands cited only as examples.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/H1.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,H2,COMPLETE,2026-09-13T23:00:25.512Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,H2O Digital Marketing|The Influence Agency|New Design Group|XMC|Fitness Studio Marketing Canada|TrueCraft Digital Media|Charming Media|MKTG Canada,https://www.h2odigital.ca/case-study/orangetheory-fitness/?utm_source=chatgpt.com|https://influencemarketing.ca/portfolio/goodlife-fitness/?utm_source=chatgpt.com|https://www.newdesigngroup.ca/our-portfolio/graphic-design/gymalaya-kids-playgrounds-gymnastics/?utm_source=chatgpt.com|https://www.xmc.ca/copy-of-work?utm_source=chatgpt.com|https://fitnessstudiomarketing.ca/case-studies/?utm_source=chatgpt.com|https://truecraftdigitalmedia.ca/featured-work/brightside-athletics/?utm_source=chatgpt.com,h2odigital.ca|influencemarketing.ca|newdesigngroup.ca|xmc.ca|fitnessstudiomarketing.ca|truecraftdigitalmedia.ca,false,"Named fitness/gymnastics cases, case metrics and suitability distinctions. GoodLife source domain appears different from named The Influence Agency; verify identity.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/H2.json,https://chatgpt.com/?temporary-chat=true,"Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. Named fitness/gymnastics cases, case metrics and suitability distinctions. GoodLife source domain appears different from named The Influence Agency; verify identity.",Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,H3,COMPLETE,2026-09-13T23:02:43.199Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,ORCAFY|Synonym Social|Charming Media|Arnold Street Agency|Whissel Strategies|Red Leaf Media|LiFet Media,https://redleafmedia.ca/who-we-help/marketing-for-gyms-and-fitness-businesses/?utm_source=chatgpt.com|https://lifet.ca/solution-for-fitness-and-wellness?utm_source=chatgpt.com|https://zatrovo.com/blog/instagram-ads-fitness-studios?utm_source=chatgpt.com,redleafmedia.ca|lifet.ca|zatrovo.com,false,"Fitness-specific services, Reels production and trial landing-page capability.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/H3.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,H4,COMPLETE,2026-09-16T05:19:01.224Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Jeff Social Marketing|SET Marketing|Marketing For You|H2O Digital Marketing|Attribute Media|SearchPod,https://attribute.media/gym-marketing/?utm_source=chatgpt.com|https://searchpod.com/industries/fitness?utm_source=chatgpt.com|https://rogolook.com/resources/fitness-cpl-benchmarks?utm_source=chatgpt.com|https://bigalc.com/gyms/?utm_source=chatgpt.com,attribute.media|searchpod.com|rogolook.com|bigalc.com,false,Gym service prices and management/media separation; agency-authored outcome benchmarks. General benchmark source authors excluded from provider list.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/H4.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,H5,COMPLETE,2026-09-16T05:23:53.274Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto/GTA,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Arnold Street Agency|Neighbourhood Creative|The Influence Agency|Synonym Social|Good Kids|We Are Family Canada,https://arnoldstreet.com/?utm_source=chatgpt.com|https://www.goodkids.ca/about-us?utm_source=chatgpt.com|https://we-are-family.com/ca/?utm_source=chatgpt.com,arnoldstreet.com|goodkids.ca|we-are-family.com,false,"Paid distribution, creator/parent audience access and family specialization; no named gymnastics case in answer.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/H5.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,I1,COMPLETE,2026-09-13T22:55:26.696Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant,false,false,Not mentioned in captured output,Mojo Media|ThrillX|Creative Scope|The Story|Web Sharx|The Website Team|Marmalade Studio|Alliance Optima,https://thewebsiteteam.ca/?utm_source=chatgpt.com,thewebsiteteam.ca,false,"Web plus copy/promotion, enquiry conversion positioning and fixed starting prices.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/I1.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,I2,COMPLETE,2026-09-13T23:00:44.556Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,PPC Guru|ORCAFY|Social Signals Marketing|Viva Media|Webblyfy|myBloom|Brand Nav|The Iconic Management|Encipher,https://orcafy.com/services/meta-ads/?utm_source=chatgpt.com|https://webblyfy.ca/meta-ads-management?utm_source=chatgpt.com|https://www.mybloomhq.com/meta-ads-management-toronto?utm_source=chatgpt.com|https://brandnav.ca/services/landing-pages?utm_source=chatgpt.com|https://theiconicmanagement.ca/paid-ads?utm_source=chatgpt.com|https://www.encipher.ca/toronto-ppc-paid-ads-agency?utm_source=chatgpt.com,orcafy.com|webblyfy.ca|mybloomhq.com|brandnav.ca|theiconicmanagement.ca|encipher.ca,false,"Joined-up creative, landing page and campaign service mix; tracking and pricing.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/I2.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,I3,COMPLETE,2026-09-13T23:02:52.147Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,ThrillX|CanConnect Studio|Frontline Studio|SimpleStart Digital|Brand Vision|Mojo Media,https://canconnectstudio.com/?utm_source=chatgpt.com|https://frontlinestudio.ca/?utm_source=chatgpt.com|https://www.simplestartdigital.com/?utm_source=chatgpt.com,canconnectstudio.com|frontlinestudio.ca|simplestartdigital.com,false,Specific audit offers and existing-site booking/conversion diagnosis.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/I3.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,I4,COMPLETE,2026-09-16T05:22:09.334Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Avenel|Lorven|Oluma|Ca Ching Designs|Codee|Marrelay|Website Co.,https://www.avenel.agency/?utm_source=chatgpt.com|https://www.lorven.ca/about?utm_source=chatgpt.com|https://oluma-agency.com/?utm_source=chatgpt.com|https://codee.ca/?utm_source=chatgpt.com|https://www.marrelay.com/?utm_source=chatgpt.com|https://websiteco.ca/web-design-toronto/?utm_source=chatgpt.com,avenel.agency|lorven.ca|oluma-agency.com|codee.ca|marrelay.com|websiteco.ca,false,"Small-team/direct-founder model, local-business portfolio, pricing and development ownership. Map shows some unrelated similarly named entities; map-only names excluded.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/I4.json,https://chatgpt.com/?temporary-chat=true,"Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. Small-team/direct-founder model, local-business portfolio, pricing and development ownership. Map shows some unrelated similarly named entities; map-only names excluded.",Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,I5,COMPLETE,2026-09-16T05:24:05.809Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,Toronto,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,ZimaPeak|Creative Scope|Creative Squad|Little Dragon Media|Qode Media|Whissel Strategies|Syntara|Elyflort|Get Reel Ads,https://www.syntara.ca/?utm_source=chatgpt.com|https://www.elyflort.com/services-7?utm_source=chatgpt.com|https://getreelads.com/retainers?utm_source=chatgpt.com,syntara.ca|elyflort.com|getreelads.com,false,"Combined service capacity, defined monthly scope, founders and contracts; some fit is inferred rather than a verified bundle.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/I5.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,J1,COMPLETE,2026-09-13T22:57:18.162Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,GTA,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant,false,false,Not mentioned in captured output,MRCK Marketing|SearchSpark|Elevate Talent & Marketing|Click Media Lab|True-E Digital Marketing|SearchKings|Preeminent Marketing|Eyeshot|SOAP Media,https://www.mrckmarketing.com/about-us/?utm_source=chatgpt.com|https://preeminentmarketing.ca/digital-marketing-agency-in-markham/?utm_source=chatgpt.com,mrckmarketing.com|preeminentmarketing.ca,false,Markham/nearby location and search/paid lead-generation services; bridal case evidence not shown.,Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/J1.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-1-2026-09-13,J2,COMPLETE,2026-09-13T23:00:55.730Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,GTA,Free/default; exact backend undisclosed; Unpersonalized; explicit Web search; resumed UI variant; independent temporary tab,false,false,Not mentioned in captured output,RC Design|Manisoft Media|Rosewood Marketing|Most Exposure|Geek Power|WSI Comandix|VOOFA|Kavana Digital,https://ducerodigital.com/digital-marketing-newmarket/?utm_source=chatgpt.com|https://rosewoodmarketing.ca/?utm_source=chatgpt.com|https://voofa.ca/google-ads-newmarket/?utm_source=chatgpt.com|https://www.kavanadigital.com/?utm_source=chatgpt.com,ducerodigital.com|rosewoodmarketing.ca|voofa.ca|kavanadigital.com,false,"Newmarket/Aurora geography, service mix and paid-search fee benchmarks. RC Design citation points to Ducero, so not reliable evidence for RC Design.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/J2.json,https://chatgpt.com/?temporary-chat=true,"Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. Newmarket/Aurora geography, service mix and paid-search fee benchmarks. RC Design citation points to Ducero, so not reliable evidence for RC Design.",Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,J3,COMPLETE,2026-09-16T05:15:53.240Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,GTA,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Digital Dash|Platinum Quick|MetaBaz|Mishkat Digital Marketing|Socials & Stilettos,https://newlifemarketing.ca/blog/salon-social-media-in-richmond-hill/?utm_source=chatgpt.com|https://metabaz.ca/about-us/?utm_source=chatgpt.com|https://mishkat.ca/services/social-media-marketing/richmond-hill/?utm_source=chatgpt.com,newlifemarketing.ca|metabaz.ca|mishkat.ca,false,"Richmond Hill/nearby location, beauty services, short-form and booking-funnel capability. Platinum Quick citation points to NewLife guidance, not verified evidence for that provider.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/J3.json,https://chatgpt.com/?temporary-chat=true,"Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. Richmond Hill/nearby location, beauty services, short-form and booking-funnel capability. Platinum Quick citation points to NewLife guidance, not verified evidence for that provider.",Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,J4,COMPLETE,2026-09-16T05:22:21.692Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,GTA,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Julie Studios|CCS Studio|X Square|The Epiq Marketing Agency|WordzOut|mrge Marketing|Build With Social,https://www.buildwithsocial.com/contact?utm_source=chatgpt.com,buildwithsocial.com,false,"Etobicoke location, retail/creative scope and local-business work.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/J4.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
segment-2-2026-09-16,J5,COMPLETE,2026-09-16T05:24:09.821Z,ChatGPT web,ChatGPT/default; exact backend undisclosed,Explicit Web search,GTA,"Segment 2 Sep16; owner reports new Google Maps profile, publication unknown; Free/default backend undisclosed; Unpersonalized verified; explicit Web search; fresh temporary chat",false,false,Not mentioned in captured output,Qode Media|Canada Create|1800Marketing|North Marketing|Social Sherpa|H2O Digital Marketing|The Marketing Mavericks|Red Leaf Media,https://www.northmarketingagency.com/?utm_source=chatgpt.com|https://marketingmavericks.co.uk/meta-ads/fitness-centres-and-gyms-toronto/?utm_source=chatgpt.com|https://redleafmedia.ca/who-we-help/marketing-for-gyms-and-fitness-businesses/?utm_source=chatgpt.com,northmarketingagency.com|marketingmavericks.co.uk|redleafmedia.ca,false,"North York addresses and combined services; fitness-specific pages and named Orangetheory experience. Geographic claims are model output, not verified operating locations.",Answer-stated rationale only; actual retrieval/selection mechanism not observable.,raw/J5.json,https://chatgpt.com/?temporary-chat=true,Manual narrative-provider coding complete; source/price/review claims are not independently verified. Map-only names and client examples excluded. Full wording retained in raw response. ,Visible URLs captured; grouped/map sources incomplete,true
